checklist_id,observation_date
S115725248,2022-07-25
S118062148,2022-09-04
S110357564,2022-05-16
S120984835,2022-10-20
S121384515,2022-10-27
S118721877,2022-09-14
S122167063,2022-11-10
S116260457,2022-08-02
S123327742,2022-12-02
S121034513,2022-10-21
S115949435,2022-07-29
S119824570,2022-10-02
S116310320,2022-08-04
S121336518,2022-10-26
S121827351,2022-11-04
S121434210,2022-10-28
S122506158,2022-11-16
S112980446,2022-06-15
S122116225,2022-11-09
S123154434,2022-11-28
S115898915,2022-07-28
S121288305,2022-10-25
S121553805,2022-10-30
S121621297,2022-10-31
S118779012,2022-09-15
S116260316,2022-08-03
S116418830,2022-08-06
S124460418,2022-12-23
S121094825,2022-10-22
S122456178,2022-11-15
S116007315,2022-07-30
S122554273,2022-11-17
S117849616,2022-08-31
S118828692,2022-09-16
S123245568,2022-11-30
S116967143,2022-08-15
S110713474,2022-05-19
S110628579,2022-05-18
S110667134,2022-05-19
S115795377,2022-07-26
S114940377,2022-07-12
S111178024,2022-05-24
S112915947,2022-06-14
S116227763,2022-08-02
S111993406,2022-06-02
S111333375,2022-05-26
S111736377,2022-05-30
S111808742,2022-05-31
S112094027,2022-06-04
S112981798,2022-06-15
S113121642,2022-06-17
S113283293,2022-06-18
S111807126,2022-05-29
S100714149,2022-01-10
S100910948,2022-01-16
S100910251,2022-01-17
S100872350,2022-01-16
S112365276,2022-06-07
S103408423,2022-02-21
S103397853,2022-02-20
S103010263,2022-02-19
S102859697,2022-02-18
S112458390,2022-06-08
S112449077,2022-06-08
S112805580,2022-06-12
S113730977,2022-06-25
S113176440,2022-06-18
S123037625,2022-11-26
S113988203,2022-06-28
S113146099,2022-06-17
S114084417,2022-06-30
S113338298,2022-06-20
S113281449,2022-06-19
S113376683,2022-06-17
S113464248,2022-06-18
S113834941,2022-06-18
S113464295,2022-06-17
S113825500,2022-06-26
S115320266,2022-07-18
S113760128,2022-06-25
S114641813,2022-07-08
S114642340,2022-07-08
S115690582,2022-07-24
S114955361,2022-07-12
S115799019,2022-07-26
S115623248,2022-07-23
S116705853,2022-08-11
S116024658,2022-07-30
S115953560,2022-07-24
S117141656,2022-08-18
S116527555,2022-08-07
S121526692,2022-10-29
S116841321,2022-08-13
S118577747,2022-09-12
S116907458,2022-08-14
S117269571,2022-08-20
S121493810,2022-10-29
S117582235,2022-08-25
S117892477,2022-09-01
S117670878,2022-08-27
S116654330,2022-08-10
S117930334,2022-09-01
S117725244,2022-08-28
S117755576,2022-08-29
S118158561,2022-09-05
S118406247,2022-09-09
S118406255,2022-09-09
S118414648,2022-09-09
S118046138,2022-09-03
S118156794,2022-09-05
S118699565,2022-09-13
S120241972,2022-10-08
S118799312,2022-09-15
S120555357,2022-10-12
S120769769,2022-10-16
S118916213,2022-04-13
S119625397,2022-09-29
S119605781,2022-09-28
S120523546,2022-10-02
S121822262,2022-11-03
S120104993,2022-10-06
S120709730,2022-10-15
S122051896,2022-10-31
S120675326,2022-10-14
S121241929,2022-10-24
S120794616,2022-10-15
S121243523,2022-10-24
S121515409,2022-10-27
S121502323,2022-10-29
S123224008,2022-11-29
S121495103,2022-10-29
S122311696,2022-11-12
S122321376,2022-11-12
S122515785,2022-09-03
S122646825,2022-11-19
S122394280,2022-11-13
S124754437,2022-12-27
S124820538,2022-12-28
S124618626,2022-12-25
S124672971,2022-12-26
S122456282,2022-11-14
S124106040,2022-12-17
S124129366,2022-12-17
S122557792,2022-11-17
S122584570,2022-11-13
S122766656,2022-11-18
S122627224,2022-11-18
S109066336,2022-05-05
S122677020,2022-11-19
S123243673,2022-11-30
S123017636,2022-11-25
S122958850,2022-11-24
S122780286,2022-11-21
S122905173,2022-11-23
S122842776,2022-11-22
S123062590,2022-11-26
S123660164,2022-12-08
S123829852,2022-12-11
S125470165,2022-12-23
S125470078,2022-12-23
S123541337,2022-12-06
S124132714,2022-12-17
S124186376,2022-12-18
S124089177,2022-12-17
S124088666,2022-12-17
S124085885,2022-12-17
S124133085,2022-12-17
S124337416,2022-12-20
S124139251,2022-12-17
S123934784,2022-12-13
S107371431,2022-04-16
S108100551,2022-04-26
S124640350,2022-12-26
S124199722,2022-12-18
S124691442,2022-12-27
S107414132,2022-04-18
S124263593,2022-12-19
S124789918,2022-12-28
S124842726,2022-12-29
S124428767,2022-12-22
S108168390,2022-04-26
S102381182,2022-02-10
S124692838,2022-12-27
S128059951,2022-04-22
S107345439,2022-04-17
S109156183,2022-05-06
S111194214,2022-05-24
S105761918,2022-03-28
S103411072,2022-02-20
S106001278,2022-04-01
S100196923,2022-01-05
S118814704,2022-09-15
S121800512,2022-11-03
S106002106,2022-04-01
S103408600,2022-02-18
S106897540,2022-04-12
S103410079,2022-02-19
S103412861,2022-02-21
S113403831,2022-06-17
S111249599,2022-05-25
S106901818,2022-04-12
S111908383,2022-06-01
S117119131,2022-08-17
S122317247,2022-11-12
S102627989,2022-02-14
S123746971,2022-12-10
S124011061,2022-12-15
S104171957,2022-03-04
S121556733,2022-10-30
S103197239,2022-02-20
S103164130,2022-02-20
S122932298,2022-11-24
S113228725,2022-06-18
S105800848,2022-03-28
S100020721,2022-01-03
S123453565,2022-12-04
S102981891,2022-02-19
S121902698,2022-11-05
S116809563,2022-08-12
S102523333,2022-02-12
S123115783,2022-11-27
S122982967,2022-11-25
S122876200,2022-11-23
S101192408,2022-01-22
S105922766,2022-03-30
S101671832,2022-01-29
S109058664,2022-05-05
S101300976,2022-01-23
S101340923,2022-01-24
S103028845,2022-02-19
S121946793,2022-11-06
S112821943,2022-06-12
S107349358,2022-04-17
S122348776,2022-11-13
S123406310,2022-12-03
S117462198,2022-08-23
S121964890,2022-11-06
S100977342,2022-01-18
S114893296,2022-07-11
S122362896,2022-11-13
S104839722,2022-03-14
S112156535,2022-06-04
S100919272,2022-01-17
S123058765,2022-11-26
S108776366,2022-05-02
S101946712,2022-02-03
S122283273,2022-11-12
S100842862,2022-01-16
S118929327,2022-09-17
S109762161,2022-05-12
S104737016,2022-03-13
S101541233,2022-01-27
S109994419,2022-05-14
S104737386,2022-03-13
S105037996,2022-03-17
S100552370,2022-01-11
S105884632,2022-03-30
S120511620,2022-10-11
S121221253,2022-03-17
S113261065,2022-06-19
S103866712,2022-02-27
S108276182,2022-04-28
S104666589,2022-03-12
S108101052,2022-04-26
S103454746,2022-02-21
S103598348,2022-02-23
S104148842,2022-03-04
S104254114,2022-03-05
S104601352,2022-03-11
S106101249,2022-04-02
S105038455,2022-03-17
S105052587,2022-03-17
S105267509,2022-03-20
S105268915,2022-03-20
S105761856,2022-03-28
S106162310,2022-04-03
S106292138,2022-04-04
S119608310,2022-09-28
S119066131,2022-09-19
S100951908,2022-01-17
S101158336,2022-01-21
S102351831,2022-02-07
S103594161,2022-02-23
S113500324,2022-06-19
S121956110,2022-11-05
S107035259,2022-04-13
S110436144,2022-05-16
S108061282,2022-04-25
S113273356,2022-06-19
S112202481,2022-06-04
S122422069,2022-11-13
S121891943,2022-11-05
S122797837,2022-11-21
S106410196,2022-04-06
S106002066,2022-04-01
S119920257,2022-10-03
S113399795,2022-06-19
S107286056,2022-04-17
S122178057,2022-11-10
S104177215,2022-03-04
S103448678,2022-02-21
S121888555,2022-11-05
S109761218,2022-05-12
S103563060,2022-02-23
S105916670,2022-03-30
S109269236,2022-05-07
S121265714,2022-10-24
S108600587,2022-05-01
S105211538,2022-03-17
S120657410,2022-10-14
S103867285,2022-02-27
S103598989,2022-02-23
S113266212,2022-06-19
S99874844,2022-01-01
S111440200,2022-05-27
S123127436,2022-11-27
S104058875,2022-03-02
S113113606,2022-06-17
S115603251,2022-07-23
S109230811,2022-05-07
S122878473,2022-11-23
S107015347,2022-04-14
S104146034,2022-03-04
S104218876,2022-03-05
S105549571,2022-03-25
S101843372,2022-02-01
S101487439,2022-01-26
S104608204,2022-03-11
S104086452,2022-03-03
S102013982,2022-02-04
S103700244,2022-02-25
S102641064,2022-02-14
S101350984,2022-01-24
S103591764,2022-02-23
S105957280,2022-03-31
S106091325,2022-04-02
S106418499,2022-04-06
S106793123,2022-04-11
S108379676,2022-04-29
S107546999,2022-04-20
S108114314,2022-04-26
S109538888,2022-05-10
S110030071,2022-05-14
S112303531,2022-06-06
S112602727,2022-06-10
S112712030,2022-06-11
S112759544,2022-06-12
S113896681,2022-06-27
S114789540,2022-07-10
S117273114,2022-08-20
S120373894,2022-10-09
S120261239,2022-10-08
S104176989,2022-03-04
S113603891,2022-06-23
S122359235,2022-11-13
S103606609,2022-02-23
S104256539,2022-03-05
S122620783,2022-11-18
S106757597,2022-04-10
S103376750,2022-02-21
S118788639,2022-09-15
S124136235,2022-12-17
S123831050,2022-12-11
S108271327,2022-04-28
S124013868,2022-12-15
S120781325,2022-10-16
S124990241,2022-12-31
S124531064,2022-12-24
S122276233,2022-11-12
S117561714,2022-08-25
S113022418,2022-06-15
S112803168,2022-06-12
S112153383,2022-06-04
S110991013,2022-05-22
S110905280,2022-05-21
S110816291,2022-05-21
S110422974,2022-05-16
S121675810,2022-11-01
S109146634,2022-05-06
S109053249,2022-05-05
S108990293,2022-05-05
S108812554,2022-05-03
S110731408,2022-05-20
S108956276,2022-05-04
S108186648,2022-04-27
S107707292,2022-04-22
S107556397,2022-04-20
S107277235,2022-04-17
S107074172,2022-04-15
S106902459,2022-04-12
S106854409,2022-04-12
S106621081,2022-04-09
S106225055,2022-04-03
S103226453,2022-02-20
S105418676,2022-03-23
S121967349,2022-11-06
S108091988,2022-04-26
S110613778,2022-05-18
S107168808,2022-04-16
S106295768,2022-04-04
S108861045,2022-05-03
S109600428,2022-05-10
S107842075,2022-04-23
S118155422,2022-09-05
S154160203,2022-08-27
S107470727,2022-04-17
S106886304,2022-04-12
S109117662,2022-04-21
S105006703,2022-03-17
S107326144,2022-04-16
S107177946,2022-04-16
S213943913,2022-02-20
S113191516,2022-06-18
S106212416,2022-04-03
S107002979,2022-04-14
S107335674,2022-04-14
S117667103,2022-08-27
S107969371,2022-04-24
S105237361,2022-03-20
S120223615,2022-10-08
S107675407,2022-04-22
S110008704,2022-05-14
S110104684,2022-05-14
S110005363,2022-05-14
S110017558,2022-05-14
S103842908,2022-02-27
S123475162,2022-12-04
S107470779,2022-04-19
S107385823,2022-04-17
S121740855,2022-11-02
S108918691,2022-05-04
S108918984,2022-05-04
S121740940,2022-11-02
S121420006,2022-10-27
S121031367,2022-10-20
S102065756,2022-02-04
S100541613,2022-01-11
S101779734,2022-01-31
S102204239,2022-02-07
S103411344,2022-02-21
S121643682,2022-10-31
S112401843,2022-06-07
S103529105,2022-02-22
S109189299,2022-05-07
S104892139,2022-03-15
S121135128,2022-09-25
S106123803,2022-04-02
S119285259,2022-09-23
S107006020,2022-04-14
S118436572,2022-09-10
S104276764,2022-03-06
S119773015,2022-10-01
S108355741,2022-04-29
S107736584,2022-04-22
S102480253,2022-02-12
S124830166,2022-12-29
S110289014,2022-05-15
S116917852,2022-08-14
S118301081,2022-09-07
S101298431,2022-01-23
S121318653,2022-10-25
S104901173,2022-03-15
S103832727,2022-02-27
S124214151,2022-12-18
S113263351,2022-06-19
S162117194,2022-10-08
S101302256,2022-01-23
S112477174,2022-06-08
S120490044,2022-10-11
S113066109,2022-06-16
S113118449,2022-06-17
S106089254,2022-04-02
S106613186,2022-04-09
S100672973,2022-01-12
S124067302,2022-12-16
S121167127,2022-10-23
S113254221,2022-06-19
S120094462,2022-10-01
S105099830,2022-03-18
S103251181,2022-02-20
S106001688,2022-04-01
S109129717,2022-05-06
S109113336,2022-05-06
S120765380,2022-10-16
S121520544,2022-10-29
S104042059,2022-03-02
S121106367,2022-10-22
S104991621,2022-03-17
S120689393,2022-10-14
S119287756,2022-09-23
S113291755,2022-06-19
S101841881,2022-02-01
S121447201,2022-10-28
S109147438,2022-05-06
S122895649,2022-11-23
S109543348,2022-05-10
S106255236,2022-04-04
S102587283,2022-02-13
S105923397,2022-03-30
S122027802,2022-11-07
S121100226,2022-10-22
S105056882,2022-03-18
S106689062,2022-04-10
S107277442,2022-04-17
S113399790,2022-06-17
S104652522,2022-03-12
S105602927,2022-03-26
S103898364,2022-02-28
S104993272,2022-03-17
S104904297,2022-03-15
S101842503,2022-01-31
S109872332,2022-05-13
S107683427,2022-04-22
S109151726,2022-05-06
S108104228,2022-04-26
S104205889,2022-03-05
S112126000,2022-06-04
S104205625,2022-03-05
S118014375,2022-09-03
S122725412,2022-11-19
S102139415,2022-02-05
S103217502,2022-02-20
S120705385,2022-10-15
S116315480,2022-08-04
S106705768,2022-04-10
S117153160,2022-08-18
S118723572,2022-09-14
S104610802,2022-03-11
S116217086,2022-08-02
S118788260,2022-09-15
S118787346,2022-09-15
S119904364,2022-10-03
S104635035,2022-03-11
S109153335,2022-05-06
S115739659,2022-07-25
S120544613,2022-10-12
S115431995,2022-07-20
S120648626,2022-10-14
S104552817,2022-03-10
S122034736,2022-11-07
S115040301,2022-07-14
S113831631,2022-06-26
S120694073,2022-10-15
S120699403,2022-10-15
S120706315,2022-10-15
S112592904,2022-06-10
S104608021,2022-03-11
S120835563,2022-10-17
S111952928,2022-06-02
S111718619,2022-05-30
S121842484,2022-11-04
S122176194,2022-11-10
S108905698,2022-05-04
S121106236,2022-10-22
S123387811,2022-12-03
S121390663,2022-10-27
S123206664,2022-11-29
S123168218,2022-11-28
S110381270,2022-05-16
S109546198,2022-05-10
S111195667,2022-05-24
S104396279,2022-03-06
S123880147,2022-12-12
S105477856,2022-03-24
S116425875,2022-08-06
S105531052,2022-03-25
S116321042,2022-08-04
S103572699,2022-02-23
S115909277,2022-07-28
S100378694,2022-01-08
S107089556,2022-04-15
S120654461,2022-10-14
S120566583,2022-10-12
S104280171,2022-03-06
S120593474,2022-10-13
S102976498,2022-02-15
S102979081,2022-01-15
S124053072,2022-12-16
S104360617,2022-03-07
S102978238,2022-01-26
S117391712,2022-08-22
S117970424,2022-09-02
S114210891,2022-07-02
S110019335,2022-05-14
S109701871,2022-05-11
S114383428,2022-07-04
S122585696,2022-11-17
S118659547,2022-09-13
S116434054,2022-08-06
S119279301,2022-09-23
S111058798,2022-05-23
S115163236,2022-07-04
S101780013,2022-01-31
S122719629,2022-11-20
S109210946,2022-05-07
S118396988,2022-09-09
S109456067,2022-05-09
S121292365,2022-10-22
S109886481,2022-05-13
S102351784,2022-02-09
S109556992,2022-05-10
S123648228,2022-12-08
S120769121,2022-10-16
S109119681,2022-05-06
S103913012,2022-02-28
S106159098,2022-04-03
S118904018,2022-09-17
S121432369,2022-10-26
S119280892,2022-09-23
S102678180,2022-02-15
S119457653,2022-09-26
S120702066,2022-10-15
S103688483,2022-02-25
S104209243,2022-03-05
S105534287,2022-03-25
S123884783,2022-12-12
S105510826,2022-03-24
S121044961,2022-10-21
S103770799,2022-02-26
S122623279,2022-11-18
S101408713,2022-01-25
S104800528,2022-03-14
S104574093,2022-03-10
S104210315,2022-03-05
S116223109,2022-08-02
S116163212,2022-07-27
S118316745,2022-09-08
S120229054,2022-10-08
S110106307,2022-05-14
S104094521,2022-03-03
S118400589,2022-09-09
S109506896,2022-05-09
S118480742,2022-05-04
S110082528,2022-05-14
S109210600,2022-05-07
S100732319,2022-01-14
S110956116,2022-05-22
S109808773,2022-05-12
S120592730,2022-10-13
S116709394,2022-08-11
S102083984,2022-02-05
S120563644,2022-10-12
S121345669,2022-10-26
S124187494,2022-12-18
S121891185,2022-11-05
S121505950,2022-10-29
S104430881,2022-03-08
S107239078,2022-04-16
S100622640,2022-01-12
S102885109,2022-02-18
S102937600,2022-02-18
S118953049,2022-09-18
S119296945,2022-09-23
S118883477,2022-09-16
S118512134,2022-09-11
S101059633,2022-01-19
S117671846,2022-08-27
S119958023,2022-10-04
S117414405,2022-08-22
S117335231,2022-08-21
S119841667,2022-10-02
S103991611,2022-03-01
S116688365,2022-08-10
S115349124,2022-07-18
S119793036,2022-10-01
S104773337,2022-03-13
S100167408,2022-01-05
S114826975,2022-07-10
S119115236,2022-09-20
S115575048,2022-07-22
S116913324,2022-08-14
S108400752,2022-04-29
S107852288,2022-04-23
S107077592,2022-04-15
S104992090,2022-03-17
S108093131,2022-04-26
S109454765,2022-05-09
S103964694,2022-03-01
S109084787,2022-05-06
S108799427,2022-05-03
S104136088,2022-03-04
S115319848,2022-07-18
S99927409,2022-01-02
S100373082,2022-01-08
S116429127,2022-08-06
S116140385,2022-08-01
S102318819,2022-02-09
S118381063,2022-09-09
S100273459,2022-01-07
S116770204,2022-08-12
S117607080,2022-08-26
S104017211,2022-03-02
S108761032,2022-05-02
S100712818,2022-01-14
S117527957,2022-08-25
S101675188,2022-01-29
S117733265,2022-08-28
S100839119,2022-01-16
S108893986,2022-05-04
S100839569,2022-01-16
S100983478,2022-01-18
S117850052,2022-08-31
S114722841,2022-07-09
S114616806,2022-07-07
S118262885,2022-09-07
S118759929,2022-09-14
S101032444,2022-01-19
S121496552,2022-10-29
S121672388,2022-11-01
S120077581,2022-10-05
S114387413,2022-07-04
S113895272,2022-06-27
S114167594,2022-07-01
S113532218,2022-06-22
S101945782,2022-02-03
S113220203,2022-06-18
S120193402,2022-10-08
S120831002,2022-10-17
S112912563,2022-06-14
S111861351,2022-06-01
S111320712,2022-05-26
S101966887,2022-02-03
S110817222,2022-05-21
S121732953,2022-11-02
S108954462,2022-05-04
S102050784,2022-02-05
S102845988,2022-02-18
S121894955,2022-11-05
S102554880,2022-02-13
S107875475,2022-04-24
S102782409,2022-02-17
S102986897,2022-02-19
S109976871,2022-05-14
S123343512,2022-12-02
S104654863,2022-03-12
S105056022,2022-03-18
S122277172,2022-11-12
S105480203,2022-03-24
S123290310,2022-12-01
S105533294,2022-03-25
S124409260,2022-12-22
S105594687,2022-03-26
S124513159,2022-12-24
S124563790,2022-12-25
S124620864,2022-12-26
S105676922,2022-03-27
S108707870,2022-05-02
S105999841,2022-04-01
S106032575,2022-04-01
S106158397,2022-04-03
S106353990,2022-04-05
S107005291,2022-04-14
S106480821,2022-04-07
S107678352,2022-04-22
S108624918,2022-05-01
S106589404,2022-04-09
S106682842,2022-04-10
S108570376,2022-05-01
S108454190,2022-04-30
S108270072,2022-04-28
S108197436,2022-04-27
S108154967,2022-04-26
S107266467,2022-04-17
S107998676,2022-04-25
S106924395,2022-04-13
S108095864,2022-04-26
S107525189,2022-04-20
S102644031,2022-02-14
S103636185,2022-02-24
S104946032,2022-03-16
S101277386,2022-01-23
S108638266,2022-05-01
S101485457,2022-01-26
S117806078,2022-08-29
S108612657,2022-05-01
S106280949,2022-04-04
S106080190,2022-04-02
S106129039,2022-04-02
S101866081,2022-02-01
S102685563,2022-02-14
S102597069,2022-02-13
S113464398,2022-06-16
S105484492,2022-03-24
S118952823,2022-09-18
S121947196,2022-11-06
S103817462,2022-02-27
S114452745,2022-07-05
S123211705,2022-11-29
S102598417,2022-02-13
S117826963,2022-08-30
S119201347,2022-09-22
S104626002,2022-03-11
S118461472,2022-09-10
S103905500,2022-02-28
S121487139,2022-10-28
S107703028,2022-04-22
S118863404,2022-09-16
S109543484,2022-05-10
S121876839,2022-11-05
S124765294,2022-12-28
S105086108,2022-03-18
S102679480,2022-02-15
S104938251,2022-03-16
S121487134,2022-10-29
S117778802,2022-08-29
S105016359,2022-03-17
S102598591,2022-02-13
S102874154,2022-02-18
S102597724,2022-02-13
S104939980,2022-03-16
S102595149,2022-02-13
S123686362,2022-12-09
S108646340,2022-05-01
S108820649,2022-05-03
S100735344,2022-01-14
S108820396,2022-05-03
S102301590,2022-02-08
S113108481,2022-06-17
S108740475,2022-05-02
S106826497,2022-04-11
S117293690,2022-08-20
S119401204,2022-09-25
S121134918,2022-10-22
S101216035,2022-01-22
S124085910,2022-12-16
S103394302,2022-02-21
S99927664,2022-01-02
S102898358,2022-02-18
S106647589,2022-04-09
S103581211,2022-02-15
S103581192,2022-02-23
S108836303,2022-05-03
S108612343,2022-05-01
S124085895,2022-12-17
S100228664,2022-01-06
S108994178,2022-05-05
S102700761,2022-02-15
S103903175,2022-02-28
S102706308,2022-02-15
S107019047,2022-04-14
S101040516,2022-01-19
S101160442,2022-01-21
S105675606,2022-03-27
S108717397,2022-05-02
S109553839,2022-05-10
S110249084,2022-05-15
S108905004,2022-05-04
S107690667,2022-04-22
S107699616,2022-04-22
S108724220,2022-05-02
S108064709,2022-04-25
S108055047,2022-04-25
S108186541,2022-04-27
S108607147,2022-05-01
S108683199,2022-05-01
S108704206,2022-05-02
S124772495,2022-12-28
S108715028,2022-05-02
S101146642,2022-01-21
S101536109,2022-01-27
S101488854,2022-01-26
S110806393,2022-03-03
S110005583,2022-05-14
S123682745,2022-12-09
S107894200,2022-04-20
S108894024,2022-05-04
S107526941,2022-04-20
S107562578,2022-04-20
S109356466,2022-05-08
S101155532,2022-01-21
S121967113,2022-11-06
S106107312,2022-04-02
S107115427,2022-04-15
S108825197,2022-05-03
S116801016,2022-08-12
S118433390,2022-09-10
S122069213,2022-11-07
S110028863,2022-05-11
S109562977,2022-05-10
S118080439,2022-09-04
S113735490,2022-06-25
S105895266,2022-03-30
S108748009,2022-05-02
S107633366,2022-04-21
S106094226,2022-04-02
S101672049,2022-01-29
S108113994,2022-04-26
S103757203,2022-01-20
S104283437,2022-03-06
S109132307,2022-05-06
S124861667,2022-12-29
S102952230,2022-01-30
S109453445,2022-05-09
S105070221,2022-03-18
S122034600,2022-11-07
S104608561,2022-03-11
S113259940,2022-06-19
S103757008,2022-01-27
S114585867,2022-07-07
S123636860,2022-12-08
S109345182,2022-05-08
S105700383,2022-03-27
S121184272,2022-10-23
S107559371,2022-04-20
S117347686,2022-08-21
S122173163,2022-11-10
S121832561,2022-11-04
S105225581,2022-03-20
S121207391,2022-10-23
S122351769,2022-11-12
S108402587,2022-04-29
S102125877,2022-02-06
S104734561,2022-03-13
S107796970,2022-04-23
S122779030,2022-11-21
S106940995,2022-04-13
S119298258,2022-09-23
S119422180,2022-09-25
S119400235,2022-09-25
S108810897,2022-05-03
S119480573,2022-09-26
S107184877,2022-04-16
S108607605,2022-05-01
S106884433,2022-04-12
S116842235,2022-08-13
S108628847,2022-05-01
S106705425,2022-04-10
S103757413,2022-01-14
S108725616,2022-05-02
S103757527,2022-01-01
S108290138,2022-04-28
S102952851,2022-02-04
S100768702,2022-01-15
S101506061,2022-01-21
S106175660,2022-04-03
S108987979,2022-05-05
S108906790,2022-05-04
S119295887,2022-09-23
S108669804,2022-05-01
S123910353,2022-12-13
S102790375,2022-02-16
S106779220,2022-04-11
S102003537,2022-02-04
S102602142,2022-02-13
S104928415,2022-03-16
S106218773,2022-04-03
S106389294,2022-04-06
S108587930,2022-05-01
S120256597,2022-10-08
S107253106,2022-04-16
S106132148,2022-04-02
S117951727,2022-09-02
S105962146,2022-03-31
S102351783,2022-02-09
S115821790,2022-07-26
S112016226,2022-06-03
S124085888,2022-12-17
S108152846,2022-04-26
S108109794,2022-04-26
S109190893,2022-05-07
S108712349,2022-05-02
S110229513,2022-05-15
S109662355,2022-05-11
S105730819,2022-03-27
S120429349,2022-03-19
S107452570,2022-04-19
S103422090,2022-02-21
S129963853,2022-09-04
S120854401,2022-10-17
S108787007,2022-05-02
S122072321,2022-11-07
S103901588,2022-02-28
S124633447,2022-12-26
S119640232,2022-09-29
S114343391,2022-07-03
S123749896,2022-12-10
S125363127,2022-04-02
S123001024,2022-11-25
S108940035,2022-05-04
S101053774,2022-01-19
S101216463,2022-01-22
S109003172,2022-05-05
S108812294,2022-05-03
S101158249,2022-01-21
S109368803,2022-05-08
S109440382,2022-05-09
S105620471,2022-03-26
S110881005,2022-05-21
S101718810,2022-01-30
S102702879,2022-02-15
S101721724,2022-01-30
S105216029,2022-03-20
S107214780,2022-04-16
S100932496,2022-01-17
S102068725,2022-02-05
S109672548,2022-05-11
S101543468,2022-01-27
S108600586,2022-05-01
S108065467,2022-04-25
S100762058,2022-01-15
S119793852,2022-10-01
S107804304,2022-04-23
S109886253,2022-05-13
S118533559,2022-09-11
S108609201,2022-05-01
S107571960,2022-04-20
S103194192,2022-02-20
S106220373,2022-04-03
S121618415,2022-10-29
S104291261,2022-03-06
S106111519,2022-04-02
S108715851,2022-05-02
S109443060,2022-05-09
S103041409,2022-02-19
S108704270,2022-05-02
S105702113,2022-03-27
S108711999,2022-05-02
S124836367,2022-12-29
S117265470,2022-08-20
S105614879,2022-03-26
S106515425,2022-04-08
S108027693,2022-04-25
S119396615,2022-09-25
S118074920,2022-09-04
S102718504,2022-02-15
S109495437,2022-05-09
S108993976,2022-05-05
S102700508,2022-02-15
S109847846,2022-05-05
S101546655,2022-01-27
S109284488,2022-05-07
S108654771,2022-04-27
S109827007,2022-05-12
S115640886,2022-07-23
S123211986,2022-11-29
S103770443,2022-02-26
S105711538,2022-03-27
S104432947,2022-03-08
S103984180,2022-03-01
S108922649,2022-05-04
S103968303,2022-03-01
S103223381,2022-02-20
S105477593,2022-03-24
S103020315,2022-02-19
S102935941,2022-01-18
S108906421,2022-05-04
S102935225,2022-01-14
S105956868,2022-03-31
S109132908,2022-05-06
S109230195,2022-05-07
S102934780,2022-01-21
S102932797,2022-01-30
S102915679,2022-02-04
S102795225,2022-02-17
S109325845,2022-05-08
S109824559,2022-05-12
S101861068,2022-02-01
S110260014,2022-05-15
S100243161,2022-01-06
S115602869,2022-07-23
S110656898,2022-05-19
S111255484,2022-05-25
S112021100,2022-06-03
S113067988,2022-06-16
S113280408,2022-06-19
S102914231,2022-02-05
S113690462,2022-06-24
S115984462,2022-07-29
S114466610,2022-07-05
S115483160,2022-07-21
S116155123,2022-08-01
S102299423,2022-02-08
S117044511,2022-08-16
S106290463,2022-04-04
S106480497,2022-04-07
S117959926,2022-09-01
S116217423,2022-08-02
S106227143,2022-04-03
S108332264,2022-04-28
S117970545,2022-09-02
S116162525,2022-08-01
S118157485,2022-09-05
S119056043,2022-09-19
S120547275,2022-10-12
S120607469,2022-10-13
S106542806,2022-04-08
S102933263,2022-01-27
S106014102,2022-04-01
S108516526,2022-04-30
S121350804,2022-10-26
S121045383,2022-10-21
S107051160,2022-04-14
S123636318,2022-12-08
S124048127,2022-12-16
S121699597,2022-11-01
S116555259,2022-08-08
S106205787,2022-04-03
S118153538,2022-09-05
S103020294,2022-02-19
S123337178,2022-12-02
S117733890,2022-08-28
S120090510,2022-09-25
S105162383,2022-03-19
S120090106,2022-10-01
S107232821,2022-04-16
S118958846,2022-09-18
S119286306,2022-09-23
S107887577,2022-04-24
S109016836,2022-05-05
S120207238,2022-10-08
S105894766,2022-03-30
S119570365,2022-09-28
S119229079,2022-09-23
S108804224,2022-05-03
S105308259,2022-03-21
S105139889,2022-03-19
S109131774,2022-05-06
S117256286,2022-08-20
S118019677,2022-09-03
S118316068,2022-09-08
S109093102,2022-05-06
S108964718,2022-04-24
S118973389,2022-09-18
S118925013,2022-09-17
S114864866,2022-07-11
S121098927,2022-10-22
S107630366,2022-04-20
S121525558,2022-10-29
S107092295,2022-04-15
S104113798,2022-03-03
S105335023,2022-03-21
S103445721,2022-02-21
S106301651,2022-04-04
S104544592,2022-03-10
S106220979,2022-04-03
S119344475,2022-09-24
S119226059,2022-09-22
S105332934,2022-03-21
S121041403,2022-10-21
S109802405,2022-05-12
S101739232,2022-01-30
S101675707,2022-01-26
S118864523,2022-09-16
S104104075,2022-03-03
S99949091,2022-01-02
S119050323,2022-09-19
S118996519,2022-09-18
S105480996,2022-03-24
S99952665,2022-01-02
S109116151,2022-05-06
S119029655,2022-09-19
S109218854,2022-05-07
S107580447,2022-04-20
S104900121,2022-03-14
S108892139,2022-05-04
S104625170,2022-03-11
S100303388,2022-01-07
S121967299,2022-11-06
S109888391,2022-05-13
S123913937,2022-12-13
S122034454,2022-11-07
S121048272,2022-10-21
S107008561,2022-04-14
S109927923,2022-05-13
S114167803,2022-07-01
